order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,churn,churn_str
c5e1ff5a434a0e128ac186bd92c1060d,9408366cfabe249cc4e4680dffb79c5c,shipped,2018-03-10 13:39:36,2018-03-10 13:50:29,2018-03-21 19:18:22,,2018-04-06 00:00:00,6243e6aedca8bf97d0e619c5eed532be,0,재주문
3a129877493c8189c59c60eb71d97c29,0913cdce793684e52bbfac69d87e91fd,canceled,2018-01-25 13:34:24,2018-01-25 13:50:20,2018-01-26 21:42:18,,2018-02-23 00:00:00,11c3d6c93dea6ce86769a4835c171bd9,0,재주문
00b1cb0320190ca0daa2c88b35206009,3532ba38a3fd242259a514ac2b6ae6b6,canceled,2018-08-28 15:26:39,,,,2018-09-12 00:00:00,4fa4365000c7090fcb8cad5713c6d3db,0,재주문
2f634e2cebf8c0283e7ef0989f77d217,7353b0fb8e8d9675e3a704c60ca44ebe,unavailable,2017-09-27 20:55:33,2017-09-28 01:32:50,,,2017-10-27 00:00:00,21c933c8dd97d088e64c50988c90ccf5,1,이탈
c4abf2eb2ea936ee6fc6e630b152fb77,d7314e9d240737da330e0f83ac4bd257,shipped,2017-03-09 20:50:46,2017-03-09 20:50:46,2017-03-14 10:01:57,,2017-04-03 00:00:00,0902b91d17bd2b9675664f8a4d6565c6,1,이탈
745e1d4a7f8c4b548881788d4113bb1d,7198d7088442e4ddfe553353d8ddc957,processing,2017-11-17 06:34:36,2017-11-18 02:15:40,,,2017-12-12 00:00:00,11160ccb67a77abe36dd062bd2701a04,1,이탈
504ec2b6f69e898c557955750272d563,ba0a799b8a7b0b1a1ac522a0a8839bff,shipped,2018-05-07 21:43:48,2018-05-07 21:54:31,2018-05-08 14:17:00,,2018-05-21 00:00:00,22c8d7801061f27eff57f37ac4ef10e1,0,재주문
ed1407b1e486fadba3e6cd4460dccd56,d83913dc23a7f3c90ff7a10d1b4bd4c6,shipped,2017-10-22 12:55:42,2017-10-22 13:14:28,2017-10-24 11:46:06,,2017-11-14 00:00:00,583fb3ee33cf172db8eedc575ad88d0a,1,이탈
dd94f2867bcd2be2229f44d7a0df4e5b,786ee3fc4d3b8097f9759d512efb5540,shipped,2017-03-28 09:43:17,2017-03-29 02:10:56,2017-03-29 15:20:18,,2017-04-17 00:00:00,28db4c7b77c89305b4729d65c20906c5,1,이탈
362cc20bf09835f4398cedd319fb7d8e,9eb0d8ae0777405811966250213e28a2,shipped,2018-03-27 12:10:05,2018-03-29 03:28:46,2018-04-04 19:08:37,,2018-04-19 00:00:00,9f361680cc2a1398c1156b77b38d1754,0,재주문
f05b87cae9d521c780bc3dfc281ca892,1a7edcadd05cd374c32cc5e4f87d9832,shipped,2018-08-04 12:49:06,2018-08-05 12:45:15,2018-08-06 11:55:00,,2018-08-24 00:00:00,30888fabbe35d54b5dcef294496af86b,0,재주문
1d52ba7197c7acebbb4f826f6585536f,c9c7fe860d602373a9e93f8bfe9d877a,processing,2017-02-13 18:32:55,2017-02-13 18:43:55,,,2017-04-04 00:00:00,fd0c94860d35a337f8954558e9e0181c,1,이탈
ad27779fb29796c8d798f29aefedf3d0,aceb1218ab19cb199ebe711d613f9fae,shipped,2018-04-05 11:39:33,2018-04-05 11:55:21,2018-04-05 21:32:19,,2018-04-27 00:00:00,4578c59d3730444c9221fb635f7af881,0,재주문
38d6205cb4508e8d63dcbae0aac1fe96,d0ca4d9e8fa6fca510ed593effc04df5,shipped,2018-05-02 09:02:58,2018-05-03 03:55:26,2018-05-03 14:18:00,,2018-05-25 00:00:00,47778d96d007a0dc79616bbf9c719166,0,재주문
ee0db22a8e742b752914016708470ec8,aae50600d30bf2efe013ca4c1754ded7,unavailable,2017-08-24 11:04:41,2017-08-24 11:15:11,,,2017-09-18 00:00:00,bdc67efa33dd0c3228b91714ac6e363c,1,이탈
d815bd2c2bdd79e4c0e0263caa986d66,04d7d73089b39d83f81b829cbd98e43d,processing,2017-03-15 10:30:17,2017-03-15 10:30:17,,,2017-04-13 00:00:00,86badf62319a7671b78a73b6b1e69fbf,1,이탈
52b828f13e08788433adad4a7d135779,3c9a7cf7435eb8c2afd717c62809b521,processing,2018-05-05 22:32:38,2018-05-05 22:53:19,,,2018-06-01 00:00:00,cd48886e32a6b31ca3e4cba232dfd38d,0,재주문
56ab0ef6726f49b711b84ce62e305c7c,5a643f32f961a09e6046bad513aa588b,processing,2017-11-21 17:54:26,2017-11-22 17:59:31,,,2017-12-13 00:00:00,5313d6ca5d25744acf9877f61c01c189,1,이탈
9a01e11eb3e82a6d9e7bd3f3acafa7ca,49206e681a7405da8d06cf16883575ff,shipped,2018-03-02 22:07:38,2018-03-03 15:35:24,2018-03-06 00:04:29,,2018-04-02 00:00:00,b500d09f227a12798d03911752d1c7d6,0,재주문
1488ee1c0dc7439e64d5df80ae9f6089,42396af504e7592889a5e54951ce2cb8,shipped,2018-03-16 17:44:05,2018-03-16 17:55:36,2018-03-22 20:33:27,,2018-04-13 00:00:00,fdd3b25dbe4db9e94d517a1f1e79f7c1,0,재주문
ed3efbd3a87bea76c2812c66a0b32219,191984a8ba4cbb2145acb4fe35b69664,canceled,2018-09-20 13:54:16,,,,2018-10-17 00:00:00,08642cd329066fe11ec63293f714f2f8,0,재주문
0966b61e30c4a07edbd7523f59b3f3e4,2fcc597b8934d99715dbfff7909dd27f,canceled,2018-05-22 18:50:55,2018-05-22 19:17:15,,,2018-07-03 00:00:00,da4f38e2697f8013c97ed2d8af65e0b9,0,재주문
9021cf1919f615a121410790dcce848f,7acf55df0298e1d2c31200fb4f6fb93b,canceled,2018-07-04 16:05:56,2018-07-06 02:55:16,,,2018-08-22 00:00:00,54d7a15160876f86860fd741b906a742,0,재주문
6ad57aecbae806a7e9cc2cdb6b380711,d31dbd02ac052d662285f678f8994326,unavailable,2017-11-30 07:48:24,2017-11-30 08:14:42,,,2017-12-29 00:00:00,45b1948a7554a397cc42c2ea55c54ab6,1,이탈
df8282afe61008dc26c6c31011474d02,aa797b187b5466bc6925aaaa4bb3bed1,canceled,2017-03-04 12:14:30,,,,2017-04-10 00:00:00,c219f4ac1bc7f1aea33e6ab8885831e8,1,이탈
df6340ee228a1f029c6341931763f177,32705597278e6504c324f9c7fe5d74c9,shipped,2017-12-01 21:55:25,2017-12-02 10:18:29,2017-12-04 21:52:21,,2017-12-27 00:00:00,bf86879619eefd3ee1da656434e09204,1,이탈
8d994041d6127d2acc8d13aad557e75f,79549bf1ee85aa08fa9007af4f4a6dde,shipped,2017-03-24 21:48:54,2017-03-24 22:02:26,2017-03-25 09:33:55,,2017-04-19 00:00:00,ca49534fcedb73b42c18dbd99b0a0d22,1,이탈
a39d3db795a5cf4c8b6c9dd050f0d326,ec66df2cb66dfda07c03050470e21f69,canceled,2017-03-13 16:12:24,2017-03-13 16:12:24,,,2017-03-30 00:00:00,8c36d7644f5966816dcdd2d70b606eba,1,이탈
8d4c637f1accf7a88a4555f02741e606,b1dd715db389a2077f43174e7a675d07,canceled,2018-08-29 16:27:49,,,,2018-09-13 00:00:00,a8dd81392e5eee5d979c629a76abec2a,0,재주문
a3d1ef2562cf71542edfed06c1a7b6c8,5f825bf617f8288a4cb4f50c3c179794,shipped,2017-01-21 11:43:35,2017-01-24 03:42:07,2017-01-24 10:16:53,,2017-03-08 00:00:00,4bd7f188edf5bda0c155c8460457d76b,1,이탈
4ea3508e2de6e58640c0efe3ef758829,75776b1f1b023dd82d5fafe940616c1e,processing,2017-05-21 23:42:14,2017-05-22 00:35:23,,,2017-06-21 00:00:00,713e7f4511e7c790a743897d3ea47c08,1,이탈
9f3458f0433d4cfa472f4682654b8d49,99ebfafde8b9e58fd12db9d5cc83132f,unavailable,2017-07-18 23:36:55,2017-07-18 23:50:17,,,2017-08-09 00:00:00,a946faf63af327d1dd0362b3fa3882a3,1,이탈
7a9d4c7f9b068337875b95465330f2fc,7f71ae48074c0cfec9195f88fcbfac55,canceled,2017-05-01 16:12:39,,,,2017-05-30 00:00:00,29dc4aeff866d6a940c471a3ea4faef0,1,이탈
375f80ffc05feb35ce2680f1fa490575,8f6e5911262a8742393596bee2c09eac,canceled,2017-06-13 21:10:05,2017-06-13 21:22:35,,,2017-07-06 00:00:00,1262c5e6cb8a5dc8c45fde0d536da589,1,이탈
533e104c4193cf07d264603f7800fb71,2f95fc8f86679d432d77e9d0316fac48,processing,2017-02-06 15:33:57,2017-02-06 15:42:27,,,2017-03-03 00:00:00,101968800abfdd1b81ae25d804eadafb,1,이탈
6bfa92d3952f762df12752e4937cd63e,6ccb997c97b0734228b454ba220ed00e,canceled,2018-04-27 21:28:24,2018-04-27 21:52:18,,,2018-05-10 00:00:00,6eb9314151358fa3229b370c00fa289d,0,재주문
f0df036e9be21fc238f131bbfcdde769,1fa16395beca89233661543954ca6cf1,unavailable,2017-02-24 23:39:21,2017-02-24 23:45:14,,,2017-04-07 00:00:00,61181b9bc9188678b5991d89064dd961,1,이탈
195070d2d0eb1da7d93b958bce36d1ef,827d7240a35889668129a7b10aa0081b,shipped,2017-02-08 05:56:31,2017-02-10 03:03:30,2017-02-15 09:14:40,,2017-03-10 00:00:00,f300b00a19af4d4f7bdf9f4524c4587a,1,이탈
86f0bcd9b426a2c1022ae317c7f27be6,dd24965dd5aa551df36ce4baf180445b,unavailable,2017-03-08 15:13:03,2017-03-08 15:13:03,,,2017-03-29 00:00:00,930c4390af58f67334447c3a1cf2ba36,1,이탈
7785b07bcf7b5bf8fbf50e491382d98e,edf36208c4d022a97bb82b7c02553af2,shipped,2018-04-17 20:31:30,2018-04-17 20:51:47,2018-04-19 00:51:15,,2018-05-04 00:00:00,8e83e406970bbb2ac55b2951bb855d32,0,재주문
ee1c259624feb697ba9a84a268f77cfa,1d877053716a2f3be7e0c13096eb75f1,shipped,2018-02-22 19:22:04,2018-02-22 19:35:26,2018-02-23 20:47:18,,2018-03-19 00:00:00,66afa2376b0e4599e420694f53eae80a,0,재주문
027b013d2186e25c2b82beb3679d0833,752b19f57cd013e2bf4e3c62da5a29e5,shipped,2018-04-11 15:49:16,2018-04-11 16:10:51,2018-04-13 20:05:02,,2018-05-02 00:00:00,c192180b5d1cd366f6b0d44c3d9868fe,0,재주문
02ea547b6d2ee25305588fd50df58b46,ff4545a3148f5a22667f301e00cb5ad7,shipped,2017-03-23 22:03:43,2017-03-23 22:10:24,2017-03-28 11:43:01,,2017-04-18 00:00:00,70a2aece5345a514bf960b01975aaa60,1,이탈
62076e9aa47cedb799ddc84812264c9e,37e066fcd483b5b73efc8eb2166c91e2,shipped,2018-06-09 19:28:03,2018-06-09 19:50:51,2018-06-11 13:50:00,,2018-07-04 00:00:00,1a48d9b6db20bdb9846b71eaa2bee03b,0,재주문
98fe01bc254b759c1f2c11d77c2891d5,30f3b26a06e5a67682305298f83e6be3,unavailable,2017-10-17 18:34:56,2017-10-18 18:37:08,,,2017-11-24 00:00:00,b9fdb2f344509f77f84250a748c6319c,1,이탈
2eb5ba20812f78127f6243fa27fb40e5,d5420a7dc4c5c1f95b7912368419f59f,canceled,2017-05-29 18:10:06,2017-05-31 07:02:46,,,2017-06-20 00:00:00,4d024a9c22e0d1232091ee9915499719,1,이탈
f56dc9034c3962e36d49fb73baa12800,5c4795c07c0bd317adaf7406327bbfa9,unavailable,2017-08-10 22:20:51,2017-08-12 02:09:15,,,2017-09-14 00:00:00,f3227a87d760e7bbcaf5377918fd68a5,1,이탈
914e3f7135c8d9046278a046552ebb6e,078bfceb258f6ee262174cbf251aa763,shipped,2017-04-11 12:22:13,2017-04-13 02:42:05,2017-04-13 15:56:24,,2017-05-16 00:00:00,fc2e9d70ce1e9c19422b859224a9abd9,1,이탈
880835c91a5227560bdb8d0f45c60579,410a24845e470f3c52bb78f084d359b5,processing,2017-03-08 09:10:55,2017-03-09 03:33:21,,,2017-04-04 00:00:00,f9ec24fb9f7ff631c6dd18328df0013c,1,이탈
1950d777989f6a877539f53795b4c3c3,1bccb206de9f0f25adc6871a1bcf77b2,canceled,2018-02-19 19:48:52,2018-02-19 20:56:05,2018-02-20 19:57:13,2018-03-21 22:03:51,2018-03-09 00:00:00,6a04c8339c44b23e189446216a494569,0,재주문
369423839b4d9789d69665b7c2361443,fd09581178029df57e2c1f177fc8ef29,processing,2017-11-10 08:56:32,2017-11-11 03:10:33,,,2017-12-05 00:00:00,bbf0cbba57c53c0db5f7457d752bd431,1,이탈
0130f0f71fb0e831d18e6a3b33a3a50c,e56f6dff7b8ac9813ddeb2312f0d834f,unavailable,2017-05-12 10:17:23,2017-05-13 03:10:13,,,2017-05-22 00:00:00,d4bf092ba54c293495ebbbd982d653d8,1,이탈
83a9c18344682fcbc57696019ff1ff2a,96ca69bfa1a8b97847ced6f03bed4e79,shipped,2017-08-11 17:40:19,2017-08-11 17:55:23,2017-08-14 18:22:53,,2017-09-13 00:00:00,103618505393998f2192cb78f7bab338,1,이탈
ddaec6fff982b13e7e048b627a11d6da,68f4ad79cc0c2ad06e19088f5c00e9fa,canceled,2016-10-04 19:41:32,,,,2016-11-16 00:00:00,00f0b70fdcb8a6e1671b52a2472bd41f,1,이탈
84b8ba39037606b7b30a39d02e9e4154,7c2bf05f6902368e5d21040b68c2bbdb,unavailable,2018-06-27 19:51:02,2018-06-27 20:11:41,,,2018-07-12 00:00:00,36e06ca722231b14a75e6a33ffaa5f37,0,재주문
5290c34bd38a8a095b885f13958db1e1,92af427e290117f39d9ff908566072e0,canceled,2018-08-21 10:25:18,,,,2018-09-06 00:00:00,e61f0f032bc92cadf0ec55f9c1c8b5ec,0,재주문
db4d39113d1f1f359709384518d81e31,91aed284ce3e18b2be4cb2dafc798b51,processing,2017-09-19 11:08:41,2017-09-19 11:34:08,,,2017-10-10 00:00:00,8c7a12d87bfd2f5ad0a1f5c573f0d960,1,이탈
727ff4968b521aca37f5ac012eb0c9ad,314222754b66db2d977b14ecc4ee2756,shipped,2017-11-24 12:03:10,2017-11-24 13:53:53,2017-11-29 21:21:22,,2017-12-08 00:00:00,507bd1aec5cf7244d6f0f61a0cd4136e,1,이탈
c972a78eeb0dde0aac82eb51b1450c53,d8bd4f0d3512b29c32850d5e00698b88,shipped,2017-09-30 11:00:12,2017-09-30 11:14:10,2017-10-04 20:22:38,,2017-10-27 00:00:00,7254d91ed781ba8af6038fc53529dd38,1,이탈
6261f3240a8778c656bd28aeb2ba9985,59c0ac147fb499a0f14577f508a3657d,canceled,2017-05-31 13:21:35,2017-06-01 13:35:20,,,2017-07-04 00:00:00,23643c53099bde88bb77d5a199704035,1,이탈
e247a0570d308da27cd7f349902e66f8,79c1ae1c3d1a81c10781ecf7d7ef1720,shipped,2018-03-13 11:53:42,2018-03-13 12:10:28,2018-03-14 16:04:59,,2018-04-02 00:00:00,82af14f8016b232e088146dc208b60af,0,재주문
5ad5a1ef522da1732ab963ea1fb6165b,a76e74100709762a48e683a177dc86b0,canceled,2017-06-22 19:53:09,2017-06-22 20:05:23,,,2017-07-05 00:00:00,25909109137a0ddcd2aa2e4c8cce912c,1,이탈
e2f630b53cb2637be372c3810b089868,67f3e907dce402e696b15f9308ff22ed,shipped,2017-07-26 11:44:28,2017-07-27 11:25:25,2017-07-27 17:47:51,,2017-08-29 00:00:00,6f232f2f5c7f33b7bd9d794d2afacadd,1,이탈
2f30c0b1905c65a8ff6c6358bc909625,e963d0e4f815dcd28b135d7d340ec51a,unavailable,2017-12-08 09:32:48,2017-12-09 13:30:49,,,2018-01-03 00:00:00,215e0a9044344dca7820b462c60bd206,0,재주문
e2beeb3a428f811804079bc11b23c0c0,31665bd5bc542687ab54c9fd9ed9917b,processing,2017-12-28 12:46:11,2017-12-28 12:54:49,,,2018-01-24 00:00:00,afbe9434938af234d7169a2afd77dfdb,0,재주문
534a0fbe91a806a1dc6bf09b497e3d6f,d17ae8582d302dbd41b87e5028e8c0e2,unavailable,2018-01-22 02:45:40,2018-01-23 03:36:43,,,2018-02-06 00:00:00,cf41887f4cbf217c6fad258a83ba2d32,0,재주문
23799ee0d85541263f0637d4b86d5e5b,98209b8b1b97a90f4b5028daffb1b73e,shipped,2017-05-01 10:23:49,2017-05-01 10:35:20,2017-05-02 11:50:50,,2017-05-23 00:00:00,fc332aac4e6295b310434bbec9773c4f,1,이탈
8e10a1d1a57b6a469bc9a7a95c638b5a,78b0449357aac9b99f762f7d033aca6f,shipped,2017-11-24 06:49:43,2017-11-24 06:57:22,2017-11-24 21:49:31,,2017-12-08 00:00:00,a7ff34c63e34b438ff4b1789b8ab23a1,1,이탈
5965bbd72c3ca0d9634419437ca53897,3dd8536c33d454b9a9d05ba357eeaaa9,unavailable,2017-01-30 10:29:25,2017-01-30 11:31:31,,,2017-03-08 00:00:00,b9efc86b7c6269eaeba5bdbdd5127e1b,1,이탈
03310aa823a66056268a3bab36e827fb,25dbbf0c477fd4ae0880aaffbb12e8b3,canceled,2018-08-07 16:33:59,,,,2018-09-04 00:00:00,46450c74a0d8c5ca9395da1daac6c120,0,재주문
b07abc8b9acaf00e79b4657419f469f3,15308b044c9608fc82e57f2e5d6878f6,unavailable,2017-03-09 17:45:04,2017-03-09 17:45:04,,,2017-03-28 00:00:00,fc44fbafeb777f4758880f91e2a33fe2,1,이탈
73ef343c9dbf2f6d45362c9bc150f4b7,13c520253ccaf41623e063d5e81c4d82,shipped,2018-08-12 03:44:50,2018-08-13 03:45:08,2018-08-14 14:05:00,,2018-08-22 00:00:00,287a7cdacbcda8f842d7719e77cb8457,0,재주문
1c54750859f8472306a0b63d74e782ef,54b30cf929edf0b2c88698d991241574,processing,2017-02-25 15:37:25,2017-03-02 03:50:30,,,2017-03-23 00:00:00,e616b8462d4d4fadad750989fe75d0a4,1,이탈
3ff9af2618b202584a161c19718bf577,044e10a1e867fefd7f02a3da2ca475b4,shipped,2018-01-07 08:04:11,2018-01-07 08:11:23,2018-01-15 11:24:25,,2018-02-05 00:00:00,e186ed0b619ff1dd7eef17b1ba5c4831,0,재주문
cab618a13f81a7ad42573993ddae2ff2,4205cff8e8c084e073c7c3d8380b98c6,shipped,2018-02-27 12:19:10,2018-02-27 13:00:30,2018-02-28 17:11:46,,2018-03-20 00:00:00,a278e5ab3d212b2c8285bdfa911b25a7,0,재주문
1ff6183537eb3a189de77b309ed28ad1,52ac1d5c2063338b5a45f69a14528c9b,unavailable,2018-01-02 17:31:02,2018-01-04 11:57:21,,,2018-01-31 00:00:00,93345700f0e852aa904fae18cec8437c,0,재주문
d37d275bf870e1d9a50b888717929495,9f9a83d15d7255a3747dd9175b875ea0,shipped,2017-07-16 13:08:37,2017-07-16 13:22:58,2017-07-20 18:03:14,,2017-08-08 00:00:00,5385c8288fcff00b5480d11379651558,1,이탈
83b5512cab9d85f6f644b4d28e423f06,5dc340dc5299977f8ac7a1a5abfcdf54,shipped,2017-06-14 19:52:30,2017-06-14 20:05:27,2017-06-16 15:37:46,,2017-07-28 00:00:00,2b85ec29465d3698c94e89a255767977,1,이탈
fecc4ea5a3e06ce3192ae2f05b7a8439,ec43686dd7b2f48ea65475606fdfc85d,processing,2018-01-14 21:52:31,2018-01-14 22:09:08,,,2018-02-06 00:00:00,12bf6178776d90da204cdf1b37d23906,0,재주문
96d3f09ebc42f05ab83a2ca85483e0b6,a0abb996d53cdd579f6af5bc5de8c28b,shipped,2017-12-13 23:04:15,2017-12-13 23:12:21,2017-12-18 10:43:46,,2018-01-10 00:00:00,ceed36e28a7cafdb8933348019f37b28,0,재주문
dee6298ce7d1fb2645141ef9972157aa,c35fd04a09c83d6f53b2d4557eab7445,shipped,2018-04-30 14:06:12,2018-04-30 14:15:24,2018-04-30 12:59:00,,2018-05-28 00:00:00,6776ae9432a76cace1d54a6fd1abcc57,0,재주문
0fb3b7bbfc3693b115aa62a83fad2714,9f546895f9d0841df86f8681992083b9,processing,2018-03-13 20:37:20,2018-03-13 21:40:22,,,2018-04-03 00:00:00,de7c0cdd4a7d9336e71adfbfdc11334c,0,재주문
75213e459cfe44a61c496c864e0a8c63,9c11910f46b5a9a3d8366b09a0514c97,shipped,2017-11-23 22:44:09,2017-11-23 22:54:34,2017-11-30 16:37:13,,2017-12-15 00:00:00,5882d9af214f8e2acb3e74b94a109c62,1,이탈
2411e5019928e883d049f7242362c23b,92ac70cce9e5ac1bb34996610d9564a4,unavailable,2017-09-17 12:15:07,2017-09-17 12:25:09,,,2017-10-05 00:00:00,af70cd6337ae27de089c616dad39bea0,1,이탈
30a461491fa262d5d6321e3194bbb452,d793c36ce968769248cb9ea17deb90a9,shipped,2018-04-26 11:30:58,2018-04-26 11:53:12,2018-04-27 14:55:00,,2018-05-17 00:00:00,a30fdaec97e8d86a018588f72937957d,0,재주문
0b4aab4ef70208498663141571f68116,e46010c28f8c49202bcf2a0b0347189d,shipped,2018-03-08 11:17:00,2018-03-08 11:25:30,2018-03-13 15:04:38,,2018-04-16 00:00:00,b3c219d791c94f06a0d453c38b75cdb6,0,재주문
96ae30a2357a999e6010b2f1401af374,44ea012b92b665f5f4c775f3f0a63d7b,canceled,2017-07-31 16:37:31,2017-07-31 16:50:17,,,2017-08-18 00:00:00,beb5288c896678914470c6a650c78302,1,이탈
f8303e6eff198d1749d04649a1eb2bb6,4569e86ad4faba51cadc49ea1657ac3a,unavailable,2018-01-21 20:44:54,2018-01-22 13:58:50,,,2018-02-21 00:00:00,7b871ce95712547231108ebbbd4eceaf,0,재주문
73c182f8914a0064d6c64ad65e4c6942,f51c6d9e24e077d5755ac7abdb209b1e,canceled,2017-02-08 00:53:19,2017-02-08 01:05:12,,,2017-03-15 00:00:00,fcd318dd219cded4518d90c72b04281a,1,이탈
4c8b9947280829d0a8b7e81cc249b875,403c35c4d8813bf67b3d396b91ca1619,canceled,2018-08-09 14:54:47,,,,2018-08-21 00:00:00,391d6062da3dd65b4de4524f28c478de,0,재주문
b2bc998b56f86f7a3ef8b749c17506e1,c6747b392110a7fba076c62c67425a35,shipped,2018-06-19 20:01:02,2018-06-19 20:16:32,2018-06-20 16:23:00,,2018-07-20 00:00:00,7912478cc830e7e59f8dda8b2712b555,0,재주문
